Date,Yen,US_2yr,JP_2yr
2006-04-25,114.78,4.95,0.618
2006-04-26,114.89,4.99,0.65
2006-04-27,113.99,4.91,0.675
2006-04-28,114.21,4.87,0.649
2006-05-02,113.22,4.92,0.641
2006-05-08,111.47,4.97,0.667
2006-05-09,111.13,4.97,0.705
2006-05-10,110.58,5.01,0.791
2006-05-11,110.69,4.99,0.793
2006-05-12,110.46,5.01,0.794
2006-05-15,110.26,4.99,0.801
2006-05-16,110.08,4.96,0.792
2006-05-17,109.8,4.97,0.767
2006-05-18,110.61,4.94,0.773
2006-05-19,112.14,4.96,0.759
2006-05-22,112.12,4.94,0.741
2006-05-23,111.29,4.97,0.701
2006-05-24,112.66,4.94,0.737
2006-05-25,111.95,4.98,0.799
2006-05-26,112.62,4.96,0.845
2006-05-30,111.92,4.99,0.822
2006-05-31,112.11,5.04,0.813
2006-06-01,112.4,5.04,0.862
2006-06-02,111.45,4.92,0.848
2006-06-05,111.8,4.99,0.81
2006-06-06,113.52,4.99,0.837
2006-06-07,113.65,5.02,0.812
2006-06-08,114.33,5.01,0.744
2006-06-09,113.81,5.01,0.73
2006-06-12,114.39,5.02,0.737
2006-06-13,115.2,5.02,0.728
2006-06-14,114.84,5.11,0.708
2006-06-15,114.87,5.14,0.723
2006-06-16,114.97,5.16,0.754
2006-06-19,115.48,5.19,0.76
2006-06-20,114.95,5.19,0.806
2006-06-21,114.97,5.2,0.822
2006-06-22,115.78,5.23,0.812
2006-06-23,116.2,5.27,0.797
2006-06-26,116.35,5.27,0.813
2006-06-27,116.19,5.24,0.821
2006-06-28,116.3,5.29,0.817
2006-06-29,116.13,5.21,0.829
2006-06-30,114.31,5.16,0.825
2006-07-03,114.73,5.17,0.861
2006-07-05,115.72,5.24,0.886
2006-07-06,115.13,5.22,0.893
2006-07-07,113.99,5.17,0.894
2006-07-10,114.09,5.17,0.898
2006-07-11,114.27,5.17,0.879
2006-07-12,115.59,5.17,0.844
2006-07-13,115.25,5.12,0.835
2006-07-14,116.33,5.08,0.78
2006-07-18,117.34,5.19,0.744
2006-07-19,117.07,5.12,0.754
2006-07-20,116.74,5.06,0.744
2006-07-21,116.11,5.08,0.75
2006-07-24,116.73,5.1,0.787
2006-07-25,116.87,5.11,0.814
2006-07-26,116.85,5.06,0.803
2006-07-27,115.52,5.07,0.793
2006-07-28,114.71,4.98,0.807
2006-07-31,114.45,4.97,0.817
2006-08-01,115.16,4.97,0.825
2006-08-02,114.59,4.97,0.813
2006-08-03,115.07,4.98,0.802
2006-08-04,114.22,4.91,0.804
2006-08-07,115.0,4.96,0.781
2006-08-08,115.08,4.91,0.796
2006-08-09,115.17,4.91,0.796
2006-08-10,115.41,4.93,0.817
2006-08-11,116.07,4.96,0.789
2006-08-14,116.45,5.01,0.806
2006-08-15,116.02,4.94,0.805
2006-08-16,115.78,4.87,0.79
2006-08-17,115.53,4.89,0.786
2006-08-18,115.74,4.87,0.796
2006-08-21,115.86,4.85,0.772
2006-08-22,116.46,4.87,0.752
2006-08-23,116.53,4.87,0.758
2006-08-24,116.32,4.88,0.768
2006-08-25,117.3,4.86,0.656
2006-08-29,116.92,4.87,0.676
2006-08-30,117.05,4.83,0.659
2006-08-31,117.3,4.79,0.625
2006-09-01,117.32,4.77,0.628
2006-09-05,116.1,4.8,0.683
2006-09-06,116.63,4.82,0.678
2006-09-07,116.45,4.82,0.669
2006-09-08,116.74,4.8,0.689
2006-09-11,117.74,4.83,0.622
2006-09-12,117.77,4.82,0.642
2006-09-13,117.67,4.8,0.622
2006-09-14,117.41,4.83,0.633
2006-09-15,117.59,4.87,0.64
2006-09-19,117.18,4.79,0.666
2006-09-20,117.25,4.81,0.641
2006-09-21,116.78,4.71,0.653
2006-09-22,116.38,4.67,0.617
2006-09-25,116.49,4.63,0.607
2006-09-26,117.04,4.68,0.587
2006-09-27,117.37,4.66,0.622
2006-09-28,117.85,4.68,0.634
2006-09-29,118.09,4.71,0.635
2006-10-02,117.73,4.66,0.673
2006-10-03,117.89,4.67,0.64
2006-10-04,117.98,4.6,0.638
2006-10-05,117.69,4.65,0.643
2006-10-06,118.99,4.74,0.658
2006-10-10,119.65,4.82,0.671
2006-10-11,119.59,4.85,0.692
2006-10-12,119.51,4.85,0.688
2006-10-13,119.87,4.87,0.703
2006-10-16,119.25,4.85,0.746
2006-10-17,118.7,4.83,0.746
2006-10-18,119.08,4.85,0.772
2006-10-19,118.31,4.85,0.803
2006-10-20,118.77,4.87,0.783
2006-10-23,119.31,4.9,0.8
2006-10-24,119.47,4.91,0.774
2006-10-25,119.13,4.88,0.769
2006-10-26,118.6,4.81,0.751
2006-10-27,117.61,4.76,0.742
2006-10-30,117.48,4.78,0.724
2006-10-31,117.15,4.71,0.717
2006-11-01,116.97,4.66,0.731
2006-11-02,117.11,4.67,0.731
2006-11-06,118.36,4.82,0.777
2006-11-07,117.45,4.77,0.783
2006-11-08,117.92,4.75,0.774
2006-11-09,118.29,4.75,0.759
2006-11-10,117.47,4.73,0.755
2006-11-13,118.11,4.76,0.731
2006-11-14,117.73,4.74,0.803
2006-11-15,118.1,4.8,0.805
2006-11-16,118.12,4.85,0.815
2006-11-17,117.68,4.76,0.806
2006-11-20,118.18,4.76,0.766
2006-11-21,117.9,4.75,0.782
2006-11-22,116.62,4.74,0.803
2006-11-24,115.86,4.73,0.803
2006-11-27,116.09,4.71,0.804
2006-11-28,116.24,4.67,0.795
2006-11-29,116.16,4.69,0.814
2006-11-30,115.65,4.62,0.802
2006-12-01,115.17,4.52,0.79
2006-12-04,115.43,4.52,0.797
2006-12-05,115.09,4.52,0.796
2006-12-06,114.9,4.59,0.817
2006-12-07,115.16,4.58,0.838
2006-12-08,115.49,4.68,0.839
2006-12-11,117.06,4.67,0.812
2006-12-12,117.08,4.61,0.797
2006-12-13,117.26,4.7,0.783
2006-12-14,117.63,4.73,0.779
2006-12-15,117.7,4.73,0.815
2006-12-18,118.12,4.71,0.822
2006-12-19,118.12,4.71,0.802
2006-12-20,118.34,4.71,0.782
2006-12-21,118.45,4.66,0.769
2006-12-22,118.81,4.71,0.75
2006-12-27,118.69,4.77,0.784
2006-12-28,118.98,4.82,0.779
2006-12-29,119.16,4.82,0.78
2007-01-04,119.24,4.71,0.818
2007-01-05,118.74,4.76,0.816
2007-01-09,119.4,4.79,0.829
2007-01-10,119.63,4.81,0.83
2007-01-11,120.45,4.86,0.811
2007-01-12,120.35,4.88,0.812
2007-01-16,120.74,4.86,0.831
2007-01-17,120.53,4.91,0.776
2007-01-18,121.31,4.89,0.791
2007-01-19,121.38,4.93,0.757
2007-01-22,121.58,4.91,0.732
2007-01-23,121.38,4.94,0.728
2007-01-24,120.98,4.93,0.738
2007-01-25,120.95,4.98,0.743
2007-01-26,121.49,4.99,0.723
2007-01-29,121.91,4.99,0.738
2007-01-30,121.53,4.98,0.726
2007-01-31,120.95,4.94,0.708
2007-02-01,120.5,4.96,0.719
2007-02-02,121.14,4.94,0.74
2007-02-05,120.29,4.92,0.745
2007-02-06,120.46,4.9,0.757
2007-02-07,120.66,4.87,0.769
2007-02-08,121.18,4.87,0.76
2007-02-09,121.7,4.92,0.735
2007-02-13,121.3,4.95,0.762
2007-02-14,120.78,4.87,0.763
2007-02-15,119.48,4.83,0.79
2007-02-16,119.31,4.83,0.775
2007-02-20,120.11,4.81,0.777
2007-02-21,120.99,4.82,0.803
2007-02-22,121.44,4.87,0.818
2007-02-23,121.08,4.82,0.839
2007-02-26,120.54,4.77,0.835
2007-02-27,118.73,4.59,0.814
2007-02-28,118.47,4.65,0.818
2007-03-01,117.64,4.63,0.831
2007-03-02,117.02,4.56,0.814
2007-03-05,116.01,4.53,0.786
2007-03-06,116.25,4.58,0.791
2007-03-07,116.56,4.54,0.792
2007-03-08,117.34,4.56,0.792
2007-03-09,118.1,4.66,0.788
2007-03-12,117.56,4.62,0.795
2007-03-13,116.98,4.52,0.786
2007-03-14,116.34,4.54,0.771
2007-03-15,117.28,4.57,0.78
2007-03-16,116.76,4.58,0.775
2007-03-19,117.59,4.61,0.785
2007-03-20,117.33,4.6,0.791
2007-03-22,117.76,4.58,0.791
2007-03-23,117.83,4.6,0.804
2007-03-26,117.87,4.56,0.82
2007-03-27,117.93,4.58,0.806
2007-03-28,116.46,4.53,0.816
2007-03-29,117.9,4.58,0.807
2007-03-30,118.06,4.58,0.807
2007-04-02,117.82,4.6,0.798
2007-04-03,118.78,4.63,0.798
2007-04-04,118.62,4.61,0.815
2007-04-05,118.55,4.63,0.804
2007-04-10,119.08,4.71,0.814
2007-04-11,119.33,4.73,0.8
2007-04-12,118.95,4.73,0.81
2007-04-13,119.3,4.76,0.81
2007-04-16,119.81,4.74,0.826
2007-04-17,119.27,4.68,0.831
2007-04-18,118.25,4.64,0.852
2007-04-19,118.27,4.64,0.837
2007-04-20,118.89,4.64,0.852
2007-04-23,118.73,4.62,0.853
2007-04-24,118.41,4.58,0.843
2007-04-25,118.48,4.63,0.843
2007-04-26,119.39,4.67,0.857
2007-04-27,119.46,4.67,0.847
2007-05-01,119.75,4.63,0.837
2007-05-02,120.11,4.65,0.842
2007-05-08,119.87,4.68,0.853
2007-05-09,119.71,4.73,0.864
2007-05-10,120.43,4.7,0.874
2007-05-11,120.1,4.71,0.865
2007-05-14,120.36,4.73,0.881
2007-05-15,120.27,4.75,0.885
2007-05-16,120.69,4.73,0.87
2007-05-17,121.27,4.78,0.86
2007-05-18,121.21,4.82,0.875
2007-05-21,121.6,4.81,0.881
2007-05-22,121.42,4.83,0.876
2007-05-23,121.44,4.85,0.897
2007-05-24,121.43,4.85,0.903
2007-05-25,121.64,4.85,0.918
2007-05-29,121.74,4.88,0.96
2007-05-30,121.52,4.89,0.961
2007-05-31,121.81,4.92,0.972
2007-06-01,122.03,4.97,0.977
2007-06-04,121.75,4.97,0.984
2007-06-05,121.65,4.99,0.99
2007-06-06,121.05,4.97,0.997
2007-06-07,121.45,5.03,1.017
2007-06-08,121.56,5.01,1.037
2007-06-11,121.73,5.01,1.044
2007-06-12,121.76,5.08,1.065
2007-06-13,122.33,5.08,1.08
2007-06-14,122.92,5.1,1.061
2007-06-15,123.52,5.05,1.03
2007-06-18,123.66,5.01,1.012
2007-06-19,123.38,4.94,1.033
2007-06-20,123.65,4.97,1.018
2007-06-21,123.66,4.98,1.022
2007-06-22,124.09,4.92,1.013
2007-06-25,123.74,4.87,1.009
2007-06-26,123.09,4.9,1.01
2007-06-27,122.48,4.91,1.0
2007-06-28,122.97,4.96,1.022
2007-06-29,123.51,4.87,1.01
2007-07-02,122.31,4.86,1.02
2007-07-03,122.33,4.89,1.026
2007-07-05,122.82,4.99,1.052
2007-07-06,123.2,4.99,1.058
2007-07-09,123.31,4.97,1.071
2007-07-10,122.08,4.85,1.067
2007-07-11,121.84,4.89,1.028
2007-07-12,122.46,4.94,1.029
2007-07-13,122.24,4.94,1.051
2007-07-17,122.22,4.91,1.041
2007-07-18,121.83,4.84,1.027
2007-07-19,122.01,4.87,1.037
2007-07-20,121.2,4.79,1.033
2007-07-23,121.35,4.8,1.013
2007-07-24,120.66,4.77,1.013
2007-07-25,120.25,4.74,1.013
2007-07-26,119.31,4.56,1.019
2007-07-27,118.8,4.56,0.978
2007-07-30,118.46,4.59,0.989
2007-07-31,119.07,4.56,0.996
2007-08-01,118.55,4.56,0.969
2007-08-02,118.99,4.59,0.98
2007-08-03,118.37,4.46,0.978
2007-08-06,117.8,4.46,0.955
2007-08-07,118.4,4.56,0.966
2007-08-08,119.64,4.64,1.003
2007-08-09,118.66,4.49,1.023
2007-08-10,117.78,4.47,0.944
2007-08-13,118.37,4.46,0.93
2007-08-14,117.93,4.39,0.951
2007-08-15,117.25,4.27,0.904
2007-08-16,114.23,4.08,0.869
2007-08-17,113.78,4.18,0.818
2007-08-20,114.83,4.11,0.834
2007-08-21,114.34,4.05,0.844
2007-08-22,115.03,4.15,0.874
2007-08-23,116.25,4.2,0.904
2007-08-24,115.91,4.3,0.884
2007-08-28,114.95,4.13,0.879
2007-08-29,115.09,4.14,0.874
2007-08-30,115.8,4.08,0.847
2007-08-31,115.92,4.15,0.87
2007-09-04,116.2,4.13,0.854
2007-09-05,115.35,4.03,0.833
2007-09-06,115.25,4.08,0.827
2007-09-07,113.45,3.9,0.817
2007-09-10,113.29,3.87,0.777
2007-09-11,114.1,3.95,0.787
2007-09-12,114.2,3.95,0.787
2007-09-13,115.41,4.08,0.787
2007-09-14,115.07,4.05,0.793
2007-09-18,115.81,4.0,0.778
2007-09-19,116.27,4.0,0.798
2007-09-20,114.55,4.1,0.803
2007-09-21,115.41,4.06,0.843
2007-09-25,114.36,4.0,0.864
2007-09-26,115.7,3.97,0.863
2007-09-27,115.67,3.95,0.881
2007-09-28,115.02,3.97,0.856
2007-10-01,115.66,4.02,0.836
2007-10-02,115.9,3.98,0.847
2007-10-03,116.75,4.02,0.855
2007-10-04,116.46,4.0,0.875
2007-10-05,116.7,4.08,0.861
2007-10-09,116.99,4.15,0.882
2007-10-10,117.08,4.15,0.897
2007-10-11,117.58,4.13,0.898
2007-10-12,117.43,4.23,0.873
2007-10-15,117.46,4.22,0.89
2007-10-16,116.57,4.12,0.88
2007-10-17,116.68,4.0,0.855
2007-10-18,115.67,3.93,0.839
2007-10-19,114.94,3.8,0.799
2007-10-22,114.06,3.85,0.788
2007-10-23,114.67,3.81,0.793
2007-10-24,114.08,3.74,0.782
2007-10-25,114.25,3.74,0.767
2007-10-26,114.15,3.77,0.783
2007-10-29,114.7,3.79,0.772
2007-10-30,114.72,3.82,0.77
2007-10-31,115.29,3.94,0.775
2007-11-01,114.88,3.77,0.815
2007-11-02,114.76,3.66,0.772
2007-11-05,114.5,3.69,0.781
2007-11-06,114.31,3.7,0.771
2007-11-07,113.25,3.61,0.771
2007-11-08,112.76,3.47,0.766
2007-11-09,110.65,3.42,0.766
2007-11-13,110.23,3.54,0.753
2007-11-14,111.4,3.57,0.763
2007-11-15,110.93,3.35,0.75
2007-11-16,110.61,3.33,0.739
2007-11-19,110.18,3.18,0.735
2007-11-20,110.16,3.14,0.74
2007-11-21,108.42,2.99,0.73
2007-11-26,108.26,2.92,0.752
2007-11-27,108.57,3.05,0.767
2007-11-28,109.96,3.17,0.767
2007-11-29,109.67,3.06,0.767
2007-11-30,110.88,3.04,0.757
2007-12-03,110.47,2.9,0.737
2007-12-04,109.62,2.9,0.707
2007-12-05,110.93,2.9,0.711
2007-12-06,111.36,3.03,0.741
2007-12-07,111.67,3.12,0.738
2007-12-10,111.71,3.17,0.733
2007-12-11,111.61,2.94,0.738
2007-12-12,112.24,3.07,0.714
2007-12-13,112.14,3.21,0.739
2007-12-14,113.36,3.31,0.734
2007-12-17,113.24,3.24,0.72
2007-12-18,113.21,3.19,0.714
2007-12-19,113.37,3.12,0.714
2007-12-20,112.91,3.09,0.715
2007-12-21,113.92,3.19,0.715
2007-12-27,114.16,3.24,0.73
2007-12-28,113.13,3.12,0.705
2008-01-04,108.23,2.74,0.685
2008-01-07,108.69,2.76,0.678
2008-01-08,109.71,2.76,0.673
2008-01-09,109.54,2.69,0.663
2008-01-10,109.48,2.71,0.638
2008-01-11,109.02,2.59,0.607
2008-01-15,106.82,2.53,0.609
2008-01-16,106.84,2.51,0.589
2008-01-17,107.13,2.44,0.584
2008-01-18,107.07,2.36,0.579
2008-01-22,106.82,2.08,0.527
2008-01-23,105.73,2.09,0.497
2008-01-24,106.67,2.25,0.507
2008-01-25,107.3,2.23,0.564
2008-01-28,106.79,2.2,0.524
2008-01-29,106.92,2.29,0.55
2008-01-30,107.35,2.3,0.549
2008-01-31,106.32,2.17,0.549
2008-02-01,106.25,2.09,0.55
2008-02-04,106.78,2.08,0.584
2008-02-05,106.92,1.93,0.611
2008-02-06,106.74,1.96,0.573
2008-02-07,106.62,1.99,0.574
2008-02-08,107.45,1.93,0.549
2008-02-12,107.43,1.94,0.549
2008-02-13,108.24,1.91,0.559
2008-02-14,108.17,1.93,0.585
2008-02-15,107.62,1.91,0.581
2008-02-19,107.54,2.06,0.586
2008-02-20,108.03,2.14,0.571
2008-02-21,107.51,1.98,0.597
2008-02-22,106.96,1.98,0.582
2008-02-25,108.09,2.13,0.608
2008-02-26,107.65,2.04,0.623
2008-02-27,106.52,2.01,0.623
2008-02-28,105.77,1.87,0.594
2008-02-29,104.1,1.65,0.553
2008-03-03,103.39,1.61,0.523
2008-03-04,102.79,1.65,0.549
2008-03-05,103.96,1.66,0.534
2008-03-06,103.09,1.53,0.524
2008-03-07,102.98,1.53,0.509
2008-03-10,101.82,1.47,0.519
2008-03-11,102.88,1.74,0.55
2008-03-12,102.4,1.63,0.579
2008-03-13,100.59,1.63,0.56
2008-03-14,100.21,1.47,0.565
2008-03-17,96.91,1.35,0.56
2008-03-18,98.24,1.58,0.575
2008-03-19,99.35,1.54,0.565
2008-03-25,100.08,1.79,0.566
2008-03-26,99.13,1.71,0.571
2008-03-27,99.88,1.73,0.575
2008-03-28,99.72,1.67,0.572
2008-03-31,99.52,1.62,0.564
2008-04-01,101.86,1.8,0.579
2008-04-02,102.69,1.88,0.585
2008-04-03,102.27,1.91,0.574
2008-04-04,101.57,1.83,0.559
2008-04-07,102.53,1.95,0.564
2008-04-08,102.58,1.87,0.569
2008-04-09,102.29,1.77,0.589
2008-04-10,100.99,1.84,0.599
2008-04-11,101.1,1.76,0.605
2008-04-14,100.72,1.78,0.6
2008-04-15,101.35,1.84,0.6
2008-04-16,101.31,1.98,0.62
2008-04-17,102.37,2.13,0.646
2008-04-18,104.46,2.19,0.646
2008-04-21,103.13,2.2,0.662
2008-04-22,103.19,2.24,0.683
2008-04-23,103.62,2.22,0.689
2008-04-24,104.02,2.41,0.72
2008-04-25,104.13,2.44,0.818
2008-04-28,104.49,2.36,0.824
2008-04-30,104.51,2.29,0.775
2008-05-01,104.08,2.37,0.735
2008-05-02,105.32,2.47,0.753
2008-05-07,105.34,2.31,0.753
2008-05-08,103.62,2.25,0.738
2008-05-09,103.23,2.25,0.724
2008-05-12,103.67,2.3,0.74
2008-05-13,104.45,2.47,0.756
2008-05-14,105.26,2.53,0.811
2008-05-15,104.81,2.45,0.841
2008-05-16,104.08,2.47,0.837
2008-05-19,104.48,2.42,0.829
2008-05-20,103.84,2.34,0.814
2008-05-21,103.27,2.41,0.784
2008-05-22,103.95,2.56,0.795
2008-05-23,103.37,2.46,0.837
2008-05-27,104.1,2.55,0.861
2008-05-28,104.75,2.62,0.856
2008-05-29,105.41,2.67,0.899
2008-05-30,105.57,2.66,0.9
2008-06-02,104.55,2.51,0.919
2008-06-03,105.26,2.45,0.857
2008-06-04,105.03,2.47,0.863
2008-06-05,106.11,2.52,0.828
2008-06-06,105.32,2.4,0.874
2008-06-09,106.07,2.73,0.846
2008-06-10,107.19,2.91,0.942
2008-06-11,106.77,2.83,0.993
2008-06-12,108.03,3.03,0.983
2008-06-13,108.02,3.05,1.009
2008-06-16,108.28,3.02,0.961
2008-06-17,108.14,2.94,0.916
2008-06-18,107.9,2.89,0.875
2008-06-19,107.98,2.99,0.901
2008-06-20,107.39,2.88,0.881
2008-06-23,107.92,2.98,0.852
2008-06-24,107.71,2.87,0.858
2008-06-25,108.17,2.82,0.832
2008-06-26,107.19,2.68,0.803
2008-06-27,106.14,2.65,0.781
2008-06-30,106.01,2.63,0.781
2008-07-01,106.01,2.63,0.808
2008-07-02,106.11,2.6,0.809
2008-07-03,106.68,2.54,0.825
2008-07-07,107.52,2.47,0.853
2008-07-08,107.21,2.47,0.825
2008-07-09,107.12,2.41,0.806
2008-07-10,106.89,2.44,0.772
2008-07-11,106.04,2.59,0.773
2008-07-14,106.45,2.47,0.769
2008-07-15,104.37,2.39,0.759
2008-07-16,104.81,2.44,0.749
2008-07-17,105.61,2.58,0.759
2008-07-18,106.73,2.66,0.759
2008-07-22,106.89,2.74,0.784
2008-07-23,107.83,2.81,0.795
2008-07-24,107.63,2.61,0.806
2008-07-25,107.9,2.7,0.78
2008-07-28,107.62,2.59,0.796
2008-07-29,108.19,2.65,0.785
2008-07-30,108.2,2.64,0.773
2008-07-31,108.07,2.52,0.771
2008-08-01,107.53,2.51,0.751
2008-08-04,107.98,2.53,0.733
2008-08-05,108.05,2.54,0.747
2008-08-06,109.14,2.56,0.733
2008-08-07,109.59,2.43,0.718
2008-08-08,110.18,2.51,0.696
2008-08-11,109.9,2.56,0.703
2008-08-12,109.73,2.45,0.703
2008-08-13,108.64,2.5,0.699
2008-08-14,109.58,2.45,0.694
2008-08-15,110.45,2.4,0.689
2008-08-18,110.27,2.35,0.675
2008-08-19,109.74,2.32,0.675
2008-08-20,109.9,2.25,0.69
2008-08-21,108.26,2.33,0.68
2008-08-22,109.93,2.42,0.691
2008-08-26,109.84,2.35,0.695
2008-08-27,109.73,2.31,0.716
2008-08-28,109.41,2.37,0.716
2008-08-29,108.52,2.36,0.709
2008-09-02,108.84,2.26,0.721
2008-09-03,108.43,2.26,0.717
2008-09-04,108.09,2.2,0.739
2008-09-05,106.45,2.23,0.72
2008-09-08,107.97,2.3,0.746
2008-09-09,107.46,2.23,0.736
2008-09-10,107.56,2.22,0.732
2008-09-11,106.52,2.18,0.732
2008-09-12,107.29,2.23,0.738
2008-09-16,104.89,1.89,0.706
2008-09-17,104.75,1.64,0.737
2008-09-18,104.88,1.78,0.798
2008-09-19,106.8,2.16,0.789
2008-09-22,106.78,2.13,0.786
2008-09-24,106.03,2.03,0.801
2008-09-25,106.42,2.16,0.803
2008-09-26,106.03,2.11,0.807
2008-09-29,104.85,1.7,0.811
2008-09-30,106.17,2.0,0.748
2008-10-01,105.59,1.82,0.764
2008-10-02,105.28,1.62,0.764
2008-10-03,105.83,1.6,0.726
2008-10-06,101.16,1.43,0.682
2008-10-07,102.54,1.47,0.707
2008-10-08,100.0,1.65,0.746
2008-10-09,100.68,1.65,0.797
2008-10-10,99.86,1.62,0.843
2008-10-14,102.43,1.82,0.84
2008-10-15,101.34,1.64,0.8
2008-10-16,100.4,1.61,0.795
2008-10-17,101.4,1.64,0.786
2008-10-20,101.52,1.71,0.777
2008-10-21,100.98,1.58,0.762
2008-10-22,98.92,1.53,0.732
2008-10-23,97.56,1.54,0.717
2008-10-24,93.17,1.57,0.717
2008-10-27,93.3,1.59,0.696
2008-10-28,95.69,1.65,0.706
2008-10-29,97.49,1.58,0.609
2008-10-30,97.49,1.59,0.584
2008-10-31,98.36,1.56,0.539
2008-11-04,99.71,1.39,0.538
2008-11-05,99.4,1.36,0.545
2008-11-06,98.06,1.28,0.544
2008-11-07,98.24,1.33,0.568
2008-11-10,98.61,1.27,0.597
2008-11-12,95.54,1.19,0.593
2008-11-13,95.93,1.24,0.573
2008-11-14,96.79,1.22,0.549
2008-11-17,96.59,1.22,0.525
2008-11-18,97.39,1.15,0.535
2008-11-19,96.9,1.09,0.546
2008-11-20,95.03,1.0,0.536
2008-11-21,94.99,1.09,0.556
2008-11-25,95.55,1.15,0.587
2008-11-26,95.06,1.09,0.603
2008-11-28,95.25,1.0,0.586
2008-12-01,93.81,0.9,0.579
2008-12-02,93.58,0.9,0.544
2008-12-03,93.33,0.87,0.544
2008-12-04,92.82,0.82,0.549
2008-12-05,92.05,0.93,0.564
2008-12-08,93.04,0.97,0.578
2008-12-09,92.6,0.84,0.583
2008-12-10,92.8,0.86,0.584
2008-12-11,91.8,0.79,0.579
2008-12-12,91.23,0.78,0.534
2008-12-15,90.49,0.75,0.535
2008-12-16,90.09,0.65,0.51
2008-12-17,87.95,0.73,0.46
2008-12-18,89.22,0.68,0.454
2008-12-19,89.54,0.74,0.414
2008-12-22,90.36,0.87,0.394
2008-12-24,90.58,0.9,0.393
2008-12-29,90.08,0.78,0.388
2008-12-30,90.18,0.75,0.37
2009-01-05,93.06,0.78,0.358
2009-01-06,94.48,0.8,0.374
2009-01-07,92.82,0.82,0.364
2009-01-08,91.24,0.83,0.369
2009-01-09,90.22,0.75,0.369
2009-01-13,89.57,0.76,0.368
2009-01-14,88.8,0.73,0.374
2009-01-15,89.72,0.73,0.374
2009-01-16,90.63,0.73,0.364
2009-01-20,90.15,0.73,0.35
2009-01-21,87.64,0.78,0.365
2009-01-22,88.69,0.75,0.36
2009-01-23,89.4,0.83,0.364
2009-01-26,89.47,0.85,0.385
2009-01-27,88.88,0.87,0.402
2009-01-28,89.71,0.89,0.411
2009-01-29,89.89,0.95,0.403
2009-01-30,89.81,0.94,0.403
2009-02-02,89.86,0.89,0.396
2009-02-03,89.13,0.96,0.409
2009-02-04,89.71,0.98,0.425
2009-02-05,90.26,0.98,0.423
2009-02-06,91.55,0.99,0.41
2009-02-09,91.68,1.05,0.393
2009-02-10,91.19,0.92,0.409
2009-02-12,90.65,0.89,0.399
2009-02-13,91.96,0.97,0.389
2009-02-17,92.42,0.87,0.385
2009-02-18,93.6,0.97,0.37
2009-02-19,94.09,1.01,0.38
2009-02-20,94.18,0.96,0.381
2009-02-23,94.47,0.96,0.385
2009-02-24,96.76,1.03,0.405
2009-02-25,97.04,1.09,0.41
2009-02-26,98.38,1.08,0.392
2009-02-27,97.84,1.0,0.392
2009-03-02,97.57,0.89,0.393
2009-03-03,98.51,0.91,0.393
2009-03-04,99.4,0.97,0.393
2009-03-05,98.24,0.9,0.399
2009-03-06,97.8,0.91,0.399
2009-03-09,98.88,0.96,0.399
2009-03-10,98.4,1.01,0.41
2009-03-11,97.76,1.03,0.41
2009-03-12,97.87,1.03,0.41
2009-03-13,98.05,0.98,0.41
2009-03-16,98.18,1.0,0.405
2009-03-17,98.86,1.05,0.406
2009-03-18,98.09,0.82,0.406
2009-03-19,93.86,0.87,0.396
2009-03-23,97.32,0.93,0.403
2009-03-24,97.87,0.93,0.403
2009-03-25,97.71,0.96,0.403
2009-03-26,98.48,0.9,0.409
2009-03-27,98.0,0.9,0.409
2009-03-30,96.91,0.84,0.407
2009-03-31,98.77,0.81,0.408
2009-04-01,98.81,0.83,0.398
2009-04-02,99.48,0.88,0.398
2009-04-03,99.69,0.96,0.396
2009-04-06,100.79,0.94,0.416
2009-04-07,100.53,0.91,0.421
2009-04-08,100.04,0.93,0.432
2009-04-09,100.34,0.96,0.458
2009-04-14,99.25,0.86,0.445
2009-04-15,99.41,0.86,0.42
2009-04-16,99.18,0.91,0.416
2009-04-17,98.96,0.99,0.401
2009-04-20,98.35,0.93,0.402
2009-04-21,98.33,0.96,0.408
2009-04-22,98.07,1.0,0.403
2009-04-23,97.94,0.97,0.403
2009-04-24,97.4,0.99,0.406
2009-04-27,96.64,0.9,0.406
2009-04-28,96.6,0.95,0.39
2009-04-30,98.33,0.91,0.375
2009-05-01,99.34,0.92,0.371
2009-05-07,98.93,1.0,0.393
2009-05-08,98.93,1.0,0.394
2009-05-11,97.66,0.92,0.399
2009-05-12,96.56,0.9,0.39
2009-05-13,96.07,0.89,0.38
2009-05-14,95.63,0.87,0.371
2009-05-15,95.34,0.88,0.37
2009-05-18,95.78,0.93,0.37
2009-05-19,96.18,0.91,0.381
2009-05-20,95.35,0.87,0.371
2009-05-21,94.58,0.89,0.361
2009-05-22,94.67,0.92,0.352
2009-05-26,94.78,0.96,0.363
2009-05-27,95.14,0.96,0.363
2009-05-28,96.74,0.97,0.344
2009-05-29,95.46,0.92,0.344
2009-06-01,96.62,0.97,0.345
2009-06-02,95.96,0.96,0.354
2009-06-03,95.75,0.91,0.356
2009-06-04,96.36,0.96,0.346
2009-06-05,98.0,1.32,0.337
2009-06-08,98.66,1.42,0.368
2009-06-09,97.48,1.33,0.378
2009-06-10,98.12,1.38,0.373
2009-06-11,97.91,1.35,0.374
2009-06-12,98.26,1.3,0.374
2009-06-15,97.98,1.26,0.375
2009-06-16,96.67,1.23,0.37
2009-06-17,95.67,1.19,0.371
